movie_title;id;recomended_movie_id_0;recomended_movie_id_1;recomended_movie_id_2;recomended_movie_id_3;recomended_movie_id_4;recomended_movie_title_0;recomended_movie_title_1;recomended_movie_title_2;recomended_movie_title_3;recomended_movie_title_4
White House Down题迨;141;752;1700;2063.0;2653.0;4894.0;Jack Ryan: Shadow Recruit题迨;Antitrust题迨;Rogue题迨            ;The Marine题迨;
Mars Needs Moms题迨;142;145;186;311.0;448.0;674.0;Mr. Peabody & Sherman题迨;Home题迨;Treasure Planet题迨;Robots题迨;Zathura: A Space Adventure题迨
Flushed Away题迨;143;174;867;1147.0;1530.0;1998.0;Happy Feet 2题迨;The Pirates! Band of Misfits题迨;Chicken Run题迨;Snow Dogs题迨;Space Dogs题迨
Pan题迨;144;16;82;106.0;1068.0;4894.0;The Chronicles of Narnia: Prince Caspian题迨;Maleficent题迨;Alice Through the Looking Glass题迨;Journey to the Center of the Earth题迨;
Mr. Peabody & Sherman题迨;145;90;199;348.0;353.0;4894.0;Wreck-It Ralph题迨;Megamind题迨;Men in Black题迨;Cloudy with a Chance of Meatballs题迨;
Troy题迨;146;3347;980;2141.0;2175.0;2293.0;Kicks题迨;The Adventures of Sharkboy and Lavagirl 3-D题迨;Home Alone 2: Lost in New York题迨;The Tigger Movie题迨;Strange Wilderness题迨
Madagascar 3: Europe's Most Wanted题迨;147;330;406;467.0;877.0;2159.0;The Road to El Dorado题迨;Open Season题迨;Spirit: Stallion of the Cimarron题迨;Muppets Most Wanted题迨;Holes题迨
Die Another Day题迨;148;1470;1622;2000.0;2081.0;4016.0;Krull题迨;A View to a Kill题迨;Ironclad题迨;Underworld题迨;Goldfinger题迨
Ghostbusters题迨;149;71;862;3158.0;3245.0;4833.0;Wild Wild West题迨;The Watch题迨;Heartbeeps题迨;Gentlemen Broncos题迨;The Sticky Fingers of Time题迨
Armageddon题迨;150;207;722;761.0;993.0;1791.0;X-Men 2题迨;The Scorch Trials题迨;Reign of Fire题迨;The Host题迨;Star Trek VI: The Undiscovered Country题迨
Men in Black II题迨;151;550;1322;1406.0;1812.0;3728.0;Titan A.E.题迨;Frankenweenie题迨;Sky High题迨;Spy Kids: All the Time in the World in 4D题迨;Digimon: The Movie题迨
Beowulf题迨;152;21;162;241.0;321.0;2410.0;The Amazing Spider-Man题迨;Gods of Egypt题迨;The Huntsman: Winter's War题迨;The Mummy Returns题迨;Conan the Destroyer题迨
Kung Fu Panda 3题迨;153;131;319;436.0;718.0;1658.0;Bolt题迨;The Peanuts Movie题迨;Over the Hedge题迨;Antz题迨;Winnie the Pooh题迨
Mission: Impossible - Ghost Protocol题迨;154;432;522;579.0;1083.0;4814.0;Mission: Impossible题迨;The Rock题迨;xXx题迨;Anaconda题迨;Death Calls题迨
Rise of the Guardians题迨;155;155;198;396.0;397.0;962.0;Rise of the Guardians题迨;Night at the Museum: Secret of the Tomb题迨;Hotel Transylvania题迨;Enchanted题迨;The Book of Life题迨
Fun with Dick and Jane题迨;156;933;2041;2052.0;2701.0;4894.0;Central Intelligence题迨;The Naked Gun 2题錩: The Smell of Fear题迨;The Crew题迨;Kiss Kiss Bang Bang题迨;
The Last Samurai题迨;157;1001;1559;1968.0;2362.0;4894.0;Free State of Jones题迨;Apocalypse Now题迨;Gettysburg题迨;The Book Thief题迨;
Exodus: Gods and Kings题迨;158;30;158;283.0;1227.0;1297.0;Skyfall题迨;Exodus: Gods and Kings题迨;Casino Royale题迨;The Living Daylights题迨;Raise the Titanic题迨
Star Trek题迨;159;15;44;88.0;831.0;889.0;Man of Steel题迨;Terminator Salvation题迨;Tomorrowland题迨;Superman题迨;Superman II题迨
Spider-Man题迨;160;160;495;622.0;1030.0;2410.0;Spider-Man题迨;The Last Witch Hunter题迨;The Legend of Hercules题迨;Indiana Jones and the Last Crusade题迨;Conan the Destroyer题迨
How to Train Your Dragon 2题迨;161;43;119;1274.0;1555.0;4894.0;Toy Story 3题迨;Ratatouille题迨;The Magic Sword: Quest for Camelot题迨;Cats Don't Dance题迨;
Gods of Egypt题迨;162;18;31;130.0;2410.0;4894.0;Pirates of the Caribbean: On Stranger Tides题迨;Spider-Man 2题迨;Thor题迨;Conan the Destroyer题迨;
Stealth题迨;163;47;277;419.0;1136.0;3785.0;X-Men: Days of Future Past题迨;The Island题迨;The Core题迨;Underworld: Evolution题迨;Capricorn One题迨
Watchmen题迨;164;164;369;848.0;1014.0;2841.0;Watchmen题迨;A.I. Artificial Intelligence题迨;Stargate SG-1题迨            ;Defiance题迨            ;The Astronaut Farmer题迨
Lethal Weapon 4题迨;165;731;1121;1463.0;1466.0;3898.0;Jack Reacher题迨;Bangkok Dangerous题迨;Premium Rush题迨;Parker题迨;Red State题迨
Hulk题迨;166;36;84;166.0;2039.0;2382.0;Transformers: Revenge of the Fallen题迨;The Lovers题迨;Hulk题迨;Star Wars: Episode V - The Empire Strikes Back题迨;Star Trek III: The Search for Spock题迨
G.I. Joe: Retaliation题迨;167;29;34;216.0;1356.0;4894.0;Jurassic World题迨;X-Men: The Last Stand题迨;The Day After Tomorrow题迨;The 5th Wave题迨;
Sahara题迨;168;1301;1373;2000.0;2560.0;3438.0;Extreme Ops题迨;Never Say Never Again题迨;Ironclad题迨;Highlander题迨;Diamonds Are Forever题迨
Final Fantasy: The Spirits Within题迨;169;206;311;397.0;448.0;554.0;Rio 2题迨;Treasure Planet题迨;Enchanted题迨;Robots题迨;Monkeybone题迨
Captain America: The First Avenger题迨;170;11;15;37.0;80.0;3454.0;Superman Returns题迨;Man of Steel题迨;Transformers: Age of Extinction题迨;Iron Man 2题迨;Logan's Run题迨
The World Is Not Enough题迨;171;1220;2081;2502.0;2560.0;3924.0;The Count of Monte Cristo题迨;Underworld题迨;Superman IV: The Quest for Peace题迨;Highlander题迨;A Lonely Place to Die题迨
Master and Commander: The Far Side of the World题迨;172;363;800;1801.0;4894.0;4894.0;Ben-Hur题迨;Beyond Borders题迨;The Right Stuff题迨;;
The Twilight Saga: Breaking Dawn - Part 2题迨;173;101;2944;3801.0;3995.0;4205.0;The Curious Case of Benjamin Button题迨;Rachel Getting Married题迨;Pat Garrett & Billy the Kid题迨;August题迨;The Best Years of Our Lives题迨
Happy Feet 2题迨;174;867;1715;1994.0;4894.0;4894.0;The Pirates! Band of Misfits题迨;Animals United题迨;A Turtle's Tale: Sammy's Adventures题迨;;
The Incredible Hulk题迨;175;80;84;88.0;126.0;889.0;Iron Man 2题迨;The Lovers题迨;Tomorrowland题迨;The Matrix Reloaded题迨;Superman II题迨
Miami Vice题迨            ;176;537;672;1350.0;1824.0;2449.0;Life题迨            ;The Long Kiss Goodnight题迨;Switchback题迨;A Walk Among the Tombstones题迨;The Salton Sea题迨
The BFG题迨;177;193;200;299.0;1160.0;2035.0;Harry Potter and the Prisoner of Azkaban题迨;Harry Potter and the Sorcerer's Stone题迨;Where the Wild Things Are题迨;Super Mario Bros.题迨;Howl's Moving Castle题迨
The Revenant题迨;178;1133;2402;2848.0;3203.0;3888.0;The Juror题迨;United 93题迨;Light It Up题迨;Edmond题迨;Topaz题迨
Turbo题迨;179;1625;2152;2749.0;4894.0;4894.0;Racing Stripes题迨;Are We There Yet?题迨;Cool Runnings题迨;;
Rango题迨;180;121;137;354.0;467.0;954.0;Madagascar: Escape 2 Africa题迨;Bee Movie题迨;Ice Age: Dawn of the Dinosaurs题迨;Spirit: Stallion of the Cimarron题迨;Curious George题迨
Penguins of Madagascar题迨;181;138;153;626.0;954.0;1285.0;Kung Fu Panda 2题迨;Kung Fu Panda 3题迨;Despicable Me题迨;Curious George题迨;Fantastic Mr. Fox题迨
The Bourne Ultimatum题迨;182;3;602;1073.0;1742.0;4451.0;The Dark Knight Rises题迨;The Siege题迨;Patriot Games题迨;Die Hard题迨;The Algerian题迨
Kung Fu Panda题迨;183;147;180;181.0;877.0;1079.0;Madagascar 3: Europe's Most Wanted题迨;Rango题迨;Penguins of Madagascar题迨;Muppets Most Wanted题迨;The Muppets题迨
Ant-Man题迨;184;409;444;562.0;1503.0;3279.0;The Rundown题迨;Get Smart题迨;Fool's Gold题迨;Chill Factor题迨;The Ice Pirates题迨
The Hunger Games: Catching Fire题迨;185;204;253;379.0;1058.0;4894.0;The Hunger Games: Mockingjay - Part 1题迨;Insurgent题迨;Mission to Mars题迨;Star Trek: First Contact题迨;
Home题迨;186;19;145;448.0;999.0;1218.0;Men in Black 3题迨;Mr. Peabody & Sherman题迨;Robots题迨;The Iron Giant题迨;Small Soldiers题迨
War of the Worlds题迨;187;97;204;689.0;2225.0;4894.0;Inception题迨;The Hunger Games: Mockingjay - Part 1题迨;Jurassic Park题迨;Nerve题迨;
Bad Boys II题迨;188;440;551;850.0;1048.0;4894.0;RED 2题迨;Hollywood Homicide题迨;Tango & Cash题迨;Dick Tracy题迨;
Puss in Boots题迨;189;55;125;2170.0;2496.0;3152.0;The Good Dinosaur题迨;Frozen题迨;Return to Never Land题迨;The Adventures of Elmo in Grouchland题迨;Teacher's Pet题迨
Salt题迨;190;782;1100;1173.0;1262.0;1952.0;xXx: State of the Union题迨;Cellular题迨;Man on a Ledge题迨;The Art of War题迨;Maximum Risk题迨
Noah题迨;191;1051;1411;1709.0;4472.0;4894.0;First Blood题迨;The Man in the Iron Mask题迨;DOA: Dead or Alive题迨;The Charge of the Light Brigade题迨;
The Adventures of Tintin题迨;192;1571;2159;2293.0;3104.0;4822.0;Vacation题迨;Holes题迨;Strange Wilderness题迨;Pete's Dragon题迨;I Married a Strange Person!题迨
Harry Potter and the Prisoner of Azkaban题迨;193;114;115;387.0;510.0;1160.0;Harry Potter and the Order of the Phoenix题迨;Harry Potter and the Goblet of Fire题迨;The Nutcracker in 3D题迨;The Little Prince题迨;Super Mario Bros.题迨
Australia题迨;194;113;194;1781.0;2219.0;4894.0;Alexander题迨;Australia题迨;Captain Alatriste: The Spanish Musketeer题迨;Quigley Down Under题迨;
After Earth题迨;195;2187;2382;2900.0;3513.0;4327.0;The Black Hole题迨;Star Trek III: The Search for Spock题迨;Star Trek II: The Wrath of Khan题迨;Stargate: The Ark of Truth题迨;Battle for the Planet of the Apes题迨
Dinosaur题迨;196;180;206;569.0;644.0;2890.0;Rango题迨;Rio 2题迨;The Simpsons Movie题迨;Ice Age题迨;The Land Before Time题迨
Harry Potter and the Deathly Hallows: Part II题迨;197;171;859;1297.0;2081.0;3445.0;The World Is Not Enough题迨;Ronin题迨;Raise the Titanic题迨;Underworld题迨;Live and Let Die题迨
Night at the Museum: Secret of the Tomb题迨;198;35;270;472.0;1361.0;2645.0;Monsters University题迨;The Cat in the Hat题迨;Hotel Transylvania 2题迨;Nim's Island题迨;Ramona and Beezus题迨
Megamind题迨;199;460;504;674.0;2024.0;4637.0;Space Jam题迨;Journey 2: The Mysterious Island题迨;Zathura: A Space Adventure题迨;Muppets from Space题迨;Aqua Teen Hunger Force Colon Movie Film for Theaters题迨
Harry Potter and the Sorcerer's Stone题迨;200;20;177;603.0;1160.0;1505.0;The Hobbit: The Battle of the Five Armies题迨;The BFG题迨;Stardust题迨;Super Mario Bros.题迨;Ponyo题迨
R.I.P.D.题迨;201;847;3724;3954.0;4006.0;4711.0;Bowfinger题迨;Fifty Shades of Black题迨;Airplane!题迨;The Opposite Sex题迨;Finishing the Game: The Search for a New Bruce Lee题迨
Pirates of the Caribbean: The Curse of the Black Pearl题迨;202;18;31;81.0;336.0;3722.0;Pirates of the Caribbean: On Stranger Tides题迨;Spider-Man 2题迨;Snow White and the Huntsman题迨;The Lord of the Rings: The Two Towers题迨;The Beastmaster题迨
Harry Potter and the Deathly Hallows: Part I题迨;203;1696;1978;2911.0;4894.0;4894.0;The Imaginarium of Doctor Parnassus题迨;Sheena题迨;Time Bandits题迨;;
The Hunger Games: Mockingjay - Part 1题迨;204;97;253;485.0;1058.0;2225.0;Inception题迨;Insurgent题迨;Surrogates题迨;Star Trek: First Contact题迨;Nerve题迨
The Da Vinci Code题迨;205;129;205;2767.0;3688.0;4894.0;Angels & Demons题迨;The Da Vinci Code题迨;A Perfect Getaway题迨;Memento题迨;
Rio 2题迨;206;196;467;535.0;856.0;1597.0;Dinosaur题迨;Spirit: Stallion of the Cimarron题迨;Shark Tale题迨;Free Birds题迨;Rugrats in Paris: The Movie题迨
X-Men 2题迨;207;163;271;284.0;993.0;1228.0;Stealth题迨;I, Robot题迨;Planet of the Apes题迨;The Host题迨;Predators题迨
Fast Five题迨;208;412;716;1673.0;1881.0;2888.0;The Fast and the Furious: Tokyo Drift题迨;The Italian Job题迨;The Replacement Killers题迨;Romeo Must Die题迨;Machete题迨
Sherlock Holmes: A Game of Shadows题迨;209;1100;1281;1673.0;2338.0;2427.0;Cellular题迨;Kiss of Death题迨;The Replacement Killers题迨;Survivor题迨;Getaway题迨
Clash of the Titans题迨;210;31;81;335.0;337.0;1294.0;Spider-Man 2题迨;Snow White and the Huntsman题迨;The Lord of the Rings: The Return of the King题迨;Seventh Son题迨;Cirque du Freak: The Vampire's Assistant题迨
Total Recall题迨;211;17;224;306.0;1398.0;3606.0;The Avengers题迨;Prometheus题迨;Starship Troopers题迨;Star Trek: The Motion Picture题迨;Beastmaster 2: Through the Portal of Time题迨
The 13th Warrior题迨;212;191;2424;3834.0;3843.0;4894.0;Noah题迨;The Legend of the Lone Ranger题迨;Blackthorn题迨;Falcon Rising题迨;
The Bourne Legacy题迨;213;105;244;431.0;3087.0;4894.0;Poseidon题迨;Dante's Peak题迨;The Expendables题迨;Commando题迨;
Batman & Robin题迨;214;214;435;3407.0;4894.0;4894.0;Batman & Robin题迨;Batman Returns题迨;Code of Honor题迨;;
How the Grinch Stole Christmas题迨;215;659;713;1093.0;1763.0;2598.0;The Kid题迨;Daddy Day Care题迨;Fat Albert题迨;Alexander and the Terrible, Horrible, No Good, Very Bad Day题迨;Diary of a Wimpy Kid题迨
The Day After Tomorrow题迨;216;28;34;236.0;997.0;1017.0;Battleship题迨;X-Men: The Last Stand题迨;The Wolverine题迨;Escape from L.A.题迨;Gamer题迨
Mission: Impossible II题迨;217;213;248;296.0;431.0;555.0;The Bourne Legacy题迨;San Andreas题迨;The Expendables 2题迨;The Expendables题迨;Flight of the Phoenix题迨
The Perfect Storm题迨;218;266;1581;1888.0;1916.0;2904.0;Live Free or Die Hard题迨;The Hunt for Red October题迨;The Grey题迨;Anacondas: The Hunt for the Blood Orchid题迨;Act of Valor题迨
Fantastic 4: Rise of the Silver Surfer题迨;219;47;271;277.0;4894.0;4894.0;X-Men: Days of Future Past题迨;I, Robot题迨;The Island题迨;;
Life of Pi题迨;220;70;1792;2537.0;2615.0;3962.0;Hugo题迨;Divine Secrets of the Ya-Ya Sisterhood题迨;Baby Boy题迨;What's Love Got to Do with It题迨;The Nun's Story题迨
Ghost Rider题迨;221;899;1747;1867.0;4386.0;4412.0;Grindhouse题迨;Dawn of the Dead题迨;Freddy vs. Jason题迨;Unsullied题迨;Wind Walkers题迨
Jason Bourne题迨;222;2;1565;1753.0;1783.0;2560.0;Spectre题迨;Moonraker题迨;For Your Eyes Only题迨;Octopussy题迨;Highlander题迨
Charlie's Angels: Full Throttle题迨;223;184;356;606.0;952.0;4894.0;Ant-Man题迨;Charlie's Angels题迨;Bad Company题迨;Shanghai Knights题迨;
Prometheus题迨;224;166;489;492.0;493.0;939.0;Hulk题迨;Battlefield Earth题迨;Timeline题迨;The Postman题迨;Congo题迨
Stuart Little 2题迨;225;125;442;544.0;700.0;4894.0;Frozen题迨;Alvin and the Chipmunks: Chipwrecked题迨;Monster House题迨;Hop题迨;
Elysium题迨;226;226;439;1540.0;4894.0;4894.0;Elysium题迨;Deep Impact题迨;Source Code题迨;;
The Chronicles of Riddick题迨;227;150;340;496.0;1228.0;4894.0;Armageddon题迨;Jurassic Park III题迨;Red Planet题迨;Predators题迨;
RoboCop题迨;228;449;614;826.0;2562.0;4894.0;Face/Off题迨;Ballistic: Ecks vs. Sever题迨;Walking Tall题迨;Steel题迨;
Speed Racer题迨;229;1175;1545;2056.0;2072.0;4894.0;The Karate Kid题迨;Dreamer: Inspired by a True Story题迨;The Longshots题迨;The Rookie题迨;
How Do You Know题迨;230;992;2675;3057.0;3474.0;4894.0;The Story of Us题迨;New York Stories题迨;In the Land of Women题迨;Outside Providence题迨;
Knight and Day题迨;231;231;808;2552.0;2898.0;4714.0;Knight and Day题迨;Just Like Heaven题迨;My Stepmother Is an Alien题迨;Think Like a Man题迨;Kiss the Bride题迨
Oblivion题迨;232;62;109;234.0;237.0;492.0;Jupiter Ascending题迨;Terminator Genisys题迨;Star Wars: Episode II - Attack of the Clones题迨;Star Wars: Episode I - The Phantom Menace题迨;Timeline题迨
Star Wars: Episode III - Revenge of the Sith题迨;233;5;15;65.0;84.0;939.0;John Carter题迨;Man of Steel题迨;X-Men: Apocalypse题迨;The Lovers题迨;Congo题迨
Star Wars: Episode II - Attack of the Clones题迨;234;234;647;831.0;1688.0;2900.0;Star Wars: Episode II - Attack of the Clones题迨;The Matrix题迨;Superman题迨;Wing Commander题迨;Star Trek II: The Wrath of Khan题迨
Monsters, Inc.题迨;235;122;161;442.0;1735.0;2121.0;Night at the Museum: Battle of the Smithsonian题迨;How to Train Your Dragon 2题迨;Alvin and the Chipmunks: Chipwrecked题迨;Aladdin题迨;South Park: Bigger Longer & Uncut题迨
The Wolverine题迨;236;34;419;426.0;429.0;1136.0;X-Men: The Last Stand题迨;The Core题迨;Jumper题迨;The 6th Day题迨;Underworld: Evolution题迨
Star Wars: Episode I - The Phantom Menace题迨;237;8;11;285.0;517.0;1688.0;Avengers: Age of Ultron题迨;Superman Returns题迨;Terminator 2: Judgment Day题迨;The Lost World: Jurassic Park题迨;Wing Commander题迨
The Croods题迨; Inc.迨;122;235;263.0;828.0;1127.0;Night at the Museum: Battle of the Smithsonian题迨;Monsters, Inc.题迨;The Smurfs 2题迨;Alvin and the Chipmunks题迨;Foodfight!题迨
Asterix at the Olympic Games题迨;239;20;200;347.0;1945.0;2359.0;The Hobbit: The Battle of the Five Armies题迨;Harry Potter and the Sorcerer's Stone题迨;Percy Jackson & the Olympians: The Lightning Thief题迨;The Adventures of Pinocchio题迨;Spirited Away题迨
Windtalkers题迨;240;258;601;965.0;2660.0;4894.0;300: Rise of an Empire题迨;Dracula Untold题迨;G.I. Jane题迨;The Hurt Locker题迨;
The Huntsman: Winter's War题迨;241;21;54;321.0;495.0;3722.0;The Amazing Spider-Man题迨;Indiana Jones and the Kingdom of the Crystal Skull题迨;The Mummy Returns题迨;The Last Witch Hunter题迨;The Beastmaster题迨
Teenage Mutant Ninja Turtles题迨;242;223;952;1126.0;1558.0;3973.0;Charlie's Angels: Full Throttle题迨;Shanghai Knights题迨;Johnny English Reborn题迨;George and the Dragon题迨;Pootie Tang题迨
Gravity题迨;243;2;135;1447.0;3438.0;4894.0;Spectre题迨;Mission: Impossible - Rogue Nation题迨;Flash Gordon题迨;Diamonds Are Forever题迨;
Dante's Peak题迨;244;217;244;487.0;533.0;1581.0;Mission: Impossible II题迨;Dante's Peak题迨;Daylight题迨;Vertical Limit题迨;The Hunt for Red October题迨
Teenage Mutant Ninja Turtles: Out of the Shadows题迨;245;245;562;1284.0;3242.0;4894.0;Teenage Mutant Ninja Turtles: Out of the Shadows题迨;Fool's Gold题迨;Ishtar题迨;It's a Mad, Mad, Mad, Mad World题迨;
Fantastic Four题迨;246;80;112;233.0;285.0;2039.0;Iron Man 2题迨;Transformers题迨;Star Wars: Episode III - Revenge of the Sith题迨;Terminator 2: Judgment Day题迨;Star Wars: Episode V - The Empire Strikes Back题迨
Night at the Museum题迨;247;93;107;161.0;472.0;1901.0;How to Train Your Dragon题迨;Shrek the Third题迨;How to Train Your Dragon 2题迨;Hotel Transylvania 2题迨;Rugrats Go Wild题迨
San Andreas题迨;248;105;213;313.0;533.0;1083.0;Poseidon题迨;The Bourne Legacy题迨;The Expendables 3题迨;Vertical Limit题迨;Anaconda题迨
Tomorrow Never Dies题迨;249;30;640;1220.0;3349.0;4016.0;Skyfall题迨;The Last Legion题迨;The Count of Monte Cristo题迨;On Her Majesty's Secret Service题迨;Goldfinger题迨
